ID,Budget,OriginLang,Popularity,ReleaseDate,Runtime,CatRuntime,IsEnOriginalLang,HasWebPage,HasPoster,HasTagline,ReleaseYear,ReleaseMonth,ReleaseDay,IsReleasedAfterJuly,NumOfCountriesReleased,IsLangUS,IsLangFR,IsLangRU,IsLangES,IsLangJA,NumOfKeywords,IsActor0Female,IsActor1Female,IsActor2Female,Actor0PrevRevenue,Actor1PrevRevenue,Actor2PrevRevenue,NumOfMoviesByDirector,NumOfMoviesByProducer,Genre,NumOfWorkersArt,NumOfWorkersCamera,NumOfWorkersCrew,NumOfWorkersMkup,NumOfWorkersDirecting,NumOfWorkersEditing,NumOfWorkersLiting,NumOfWorkersWriting,NumOfWorkersProd,NumOfWorkersSound,NumOfWorkersVisualEffects,Revenue
1213,5000000,en,9.069963000000001,1996-06-21,135,Large,1,0,1,1,1996,6,21,0,1,1,0,0,1,0,4,0,0,1,35431113,23450000,65088797,0,3,Drama,3,4,1,4,2,2,0,1,4,3,0,13269963
1214,0,en,7.938629,2002-10-25,82,Short,1,0,1,1,2002,10,25,1,1,1,0,0,0,0,2,0,0,0,NULL,NULL,NULL,0,NULL,Comedy,0,0,0,0,1,0,0,0,0,0,0,2744253
1215,0,en,9.668784,2010-01-20,100,Medium,1,1,1,1,2010,1,20,0,1,1,0,0,0,0,2,0,1,1,66468332,15071514,74608570,0,3,Comedy,3,1,0,2,2,1,0,1,11,0,0,215576
1216,0,en,8.569996000000002,2016-05-05,108,Medium,1,0,1,1,2016,5,5,0,2,1,1,1,0,0,2,0,0,0,850000000,1519557910,75715436,0,6,Thriller,8,6,8,9,2,6,2,2,16,12,4,9930095
1217,0,en,10.273978999999999,1986-08-22,89,Short,1,0,1,1,1986,8,22,1,1,1,0,0,0,0,10,1,0,1,72179579,27092880,NULL,0,1,Drama,1,1,0,1,2,1,1,2,6,1,0,13418091
1218,55000000,en,14.178281,2000-10-06,108,Medium,1,0,1,1,2000,10,6,1,1,1,0,0,0,0,15,0,0,1,102825796,176885658,14048372,1,4,Comedy,10,4,19,6,3,5,5,5,15,11,1,330444045
1219,7000000,es,4.896196,2010-12-17,101,Medium,0,1,1,0,2010,12,17,1,2,0,0,0,1,0,15,0,0,0,132900000,4367497,NULL,1,7,Drama,2,1,0,1,1,1,0,1,7,1,0,3218666
1220,5000000,en,4.800426,2008-04-28,106,Medium,1,1,1,1,2008,4,28,0,1,1,0,0,0,0,2,0,1,1,139804348,70067909,374111707,0,NULL,Adventure,0,0,0,0,1,0,0,2,0,0,0,1296184
1221,15000000,en,7.9420839999999995,2016-04-21,94,Medium,1,1,1,1,2016,4,21,0,1,1,0,0,0,0,10,0,0,1,NULL,473226958,9069,0,1,Action,3,1,1,1,3,1,0,2,4,2,0,20566327
1222,0,en,5.634675,1978-09-22,107,Medium,1,0,1,1,1978,9,22,1,1,1,0,0,0,0,20,0,0,0,117235147,NULL,NULL,0,1,Adventure,3,1,0,2,1,1,0,1,6,1,0,7185518
1223,200000000,en,13.693001999999998,2011-06-11,106,Medium,1,1,1,1,2011,6,11,0,1,1,1,0,0,1,6,0,0,0,461983149,461983149,1004558444,2,2,Adventure,5,2,6,0,4,3,0,7,5,4,4,559852396
1224,20000000,en,8.129407,2010-08-18,82,Short,1,1,1,1,2010,8,18,1,1,1,0,0,1,0,7,0,0,1,NULL,NULL,NULL,0,2,Horror,3,1,0,1,2,1,0,2,7,1,0,80547866
1225,100000000,en,23.247298,2017-03-23,124,Large,1,1,1,1,2017,3,23,0,2,1,0,0,0,0,6,0,1,0,NULL,630161890,NULL,1,2,Adventure,2,1,1,1,1,2,0,5,8,1,0,142337240
1226,0,en,5.843804,2014-09-19,101,Medium,1,1,1,1,2014,9,19,1,1,1,0,0,0,0,2,NULL,0,0,NULL,NULL,NULL,0,4,Comedy,0,0,0,0,1,0,0,4,4,0,0,223003
1227,28000000,en,6.062425,2011-09-02,91,Short,1,1,1,1,2011,9,2,1,1,1,0,0,0,0,5,1,0,0,32721635,39300000,6538177,4,1,Horror,0,0,1,0,1,0,0,2,0,0,1,10126458
1228,1750000,en,4.250819,1957-12-17,109,Medium,1,0,1,1,1957,12,17,1,2,1,0,0,0,0,8,0,1,0,9012000,30000000,NULL,1,3,Adventure,1,1,0,0,1,1,0,2,1,1,0,2200000
1229,20000000,en,6.612175,2007-08-31,105,Medium,1,0,1,1,2007,8,31,1,1,1,0,0,0,0,12,0,0,1,355237933,92374674,216614388,1,5,Drama,6,5,10,9,4,3,1,2,12,9,2,16974459
1230,150000000,en,12.533525,2010-07-13,109,Medium,1,1,1,1,2010,7,13,0,1,1,0,0,0,0,18,0,0,1,457363168,219076518,611899420,4,5,Adventure,0,0,0,0,1,1,0,2,0,0,1,215283742
1231,15000,en,12.706424,2007-09-14,86,Short,1,1,1,1,2007,9,14,1,1,1,0,0,0,0,5,1,0,0,NULL,NULL,NULL,0,2,Horror,0,1,0,0,1,1,0,1,7,0,0,193355800
1232,26000000,en,11.519662,2005-08-11,116,Medium,1,1,1,1,2005,8,11,1,1,1,0,0,1,0,2,0,1,0,NULL,96618699,88545092,0,2,Comedy,0,0,1,0,1,1,0,2,1,1,0,109449237
1233,0,en,0.618434,2007-09-12,116,Medium,1,1,1,0,2007,9,12,1,2,1,0,0,0,0,2,1,1,0,441306145,NULL,38290723,0,7,Drama,0,1,0,1,2,1,0,2,6,1,0,473993
1234,15000000,en,5.764399,1988-10-07,123,Large,1,0,1,1,1988,10,7,1,1,1,0,0,0,0,1,1,0,0,126737428,NULL,NULL,0,1,Drama,2,1,0,0,1,1,0,1,6,1,0,21032267
1235,28000000,en,11.476443,2005-09-13,136,Large,1,0,1,1,2005,9,13,1,2,1,0,1,0,0,12,0,1,1,408247917,180622424,16980098,1,5,Drama,6,3,5,12,6,3,3,3,12,7,5,186438883
1236,7000000,en,15.280219,2010-05-11,90,Short,1,1,1,1,2010,5,11,0,2,1,0,0,0,0,14,1,0,1,961000000,32287044,219076518,0,3,Drama,2,0,1,1,1,1,0,1,7,1,0,7644937
1237,60000000,en,8.810961,2003-10-09,127,Large,1,0,1,1,2003,10,9,1,1,1,1,0,0,0,7,0,0,0,139804348,250649836,189859560,2,3,Drama,1,1,0,0,1,1,0,5,5,1,0,80154140
1238,11000000,en,8.046375,1983-08-12,109,Medium,1,0,1,0,1983,8,12,1,2,1,0,0,0,0,5,0,0,0,41744718,50100000,60000000,6,3,Comedy,0,1,0,0,1,0,0,2,3,1,0,4491986
1239,1500000,en,6.4666879999999995,2003-08-15,93,Short,1,0,1,1,2003,8,15,1,1,1,0,0,0,0,16,0,1,0,7985929,84565230,235483004,0,6,Horror,4,5,11,3,3,2,3,2,11,17,1,30553394
1240,1000000,en,5.760319,2012-05-02,98,Medium,1,0,1,1,2012,5,2,0,1,1,0,0,0,0,31,0,1,0,325756637,374111707,315156409,0,2,Drama,2,1,0,1,1,2,0,1,4,5,0,9138338
1241,0,en,0.704637,2012-12-07,139,Large,1,0,1,0,2012,12,7,1,0,0,0,0,0,0,0,0,1,0,31000000,76000000,NULL,0,NULL,Action,0,0,0,0,1,0,0,1,0,1,0,126
1242,13800000,en,11.613655,1986-10-07,119,Large,1,0,1,1,1986,10,7,1,1,1,0,0,1,0,5,0,0,1,102308889,356830601,65884703,3,2,Drama,0,1,0,0,1,1,0,2,2,0,0,52293982
1243,26000000,en,4.920175,2002-03-17,94,Medium,1,0,1,1,2002,3,17,0,1,1,0,0,0,0,4,0,1,0,11129057,NULL,35114428,0,3,Adventure,9,6,13,7,3,3,0,2,8,8,3,38793283
1244,105000000,en,18.50194,2013-09-27,91,Short,1,1,1,1,2013,9,27,1,2,1,0,0,0,0,5,1,0,0,218613188,325756637,457363168,0,3,Drama,5,5,13,4,2,8,1,2,11,11,19,716392705
1245,21000000,en,13.217421,2002-10-02,92,Short,1,0,1,1,2002,10,2,1,2,1,1,0,0,0,4,0,1,0,83557872,NULL,NULL,0,4,Action,2,2,0,4,3,1,0,2,5,5,0,43928932
1246,1200000,en,5.39865,1936-10-20,115,Medium,1,0,1,1,1936,10,20,1,1,1,0,0,0,0,19,0,1,0,NULL,NULL,NULL,0,1,Adventure,1,1,1,1,1,1,0,3,0,1,0,2736000
1247,11800000,en,8.364201,2015-11-20,118,Medium,1,1,1,1,2015,11,20,0,2,1,0,0,0,0,22,1,1,0,1021103568,128388320,550000000,3,3,Drama,3,3,0,4,2,2,0,2,13,5,0,40272135
1248,1500000,es,8.504511,2007-04-10,78,Short,0,1,1,1,2007,4,10,0,1,0,0,0,1,1,12,1,0,1,NULL,NULL,NULL,0,1,Horror,1,1,3,2,3,5,1,3,8,3,1,30448000
1249,72000000,en,9.997032,2005-11-04,125,Large,1,0,1,1,2005,11,4,0,2,1,0,0,1,0,6,0,0,NULL,217764291,10011050,NULL,1,4,Drama,0,1,0,0,1,1,0,2,3,2,0,96889998
1250,225000000,en,12.490891,2008-05-15,150,Large,1,0,1,1,2008,5,15,0,4,1,0,0,0,0,12,0,0,1,NULL,748806957,748806957,1,7,Adventure,16,13,6,7,3,2,5,4,17,7,3,419651413
1251,5000000,en,3.531682,2001-07-13,94,Medium,1,0,1,1,2001,7,13,0,1,1,0,0,0,0,0,0,0,0,22750363,22750363,NULL,0,1,Action,0,1,0,0,1,0,0,1,2,0,0,5476060
1252,7500000,en,5.795045,1989-10-12,93,Short,1,0,1,1,1989,10,12,1,1,1,0,0,0,0,6,0,1,1,12000000,35114428,103173635,2,2,Comedy,0,1,0,0,1,1,0,1,1,1,0,296000000
1253,0,en,9.518564,1995-01-20,122,Large,1,0,1,1,1995,1,20,0,2,1,0,0,0,0,11,0,0,0,390493908,243240178,2826523,0,2,Drama,0,1,0,0,1,1,0,1,0,1,0,17381942
1254,0,en,1.3234219999999999,1997-04-11,113,Medium,1,0,1,1,1997,4,11,0,0,1,0,0,0,0,1,0,0,1,27092880,43848069,36800000,0,NULL,Drama,1,1,0,1,1,0,0,2,4,1,0,57252
1255,0,fr,1.7649810000000001,2010-10-06,90,Short,0,1,1,0,2010,10,6,1,3,1,1,1,0,0,0,1,0,0,NULL,NULL,NULL,0,3,Drama,0,0,0,0,1,0,0,1,0,0,0,404
1256,0,it,1.62344,1975-08-25,0,Short,0,0,1,0,1975,8,25,1,3,1,0,0,0,0,1,0,0,0,17277,245066411,27634716,0,2,Other,0,0,0,0,1,0,0,4,0,0,0,39598448
1257,36000000,en,17.714247,2003-04-04,109,Medium,1,1,1,1,2003,4,4,0,2,1,0,0,1,0,4,0,0,0,207283925,12413650,116400000,1,4,Drama,0,1,0,1,1,2,0,2,8,2,0,44350926
1258,0,en,1.7141520000000001,1989-09-15,95,Medium,1,0,1,1,1989,9,15,1,1,0,0,0,0,0,3,0,1,0,470654000,51881013,38376497,1,1,Drama,0,0,0,0,1,0,0,0,0,0,0,337812
1259,0,en,3.9688529999999997,1992-05-01,107,Medium,1,0,1,0,1992,5,1,0,1,1,0,0,0,0,1,0,0,1,28400000,288752301,NULL,4,2,Comedy,1,1,0,0,1,1,0,1,3,1,0,6132924
1260,1500000,en,4.948569,1993-10-01,96,Medium,1,0,1,0,1993,10,1,1,2,1,1,0,0,0,23,0,1,0,27092880,NULL,5000000,0,1,Drama,1,1,0,0,1,1,0,1,2,0,0,418961
1261,5000000,en,5.5968599999999995,2011-11-25,120,Large,1,1,1,0,2011,11,25,0,1,1,0,0,0,0,4,0,1,1,70906973,54674226,163733697,0,4,Drama,3,1,0,1,1,1,0,1,4,1,0,3099314
1262,0,fr,9.617662,2012-09-26,105,Medium,0,0,1,1,2012,9,26,1,1,0,1,0,0,0,10,0,1,1,23550000,372234864,19777647,0,4,Drama,2,0,5,1,1,0,0,3,3,1,3,11879046
1263,5000000,en,1.155075,1993-11-12,97,Medium,1,0,1,1,1993,11,12,0,1,1,0,0,0,0,2,0,1,0,74134790,NULL,NULL,0,1,SciFi,2,0,2,0,1,1,0,5,3,3,0,2970
1264,15000000,en,3.4949,2011-04-14,97,Medium,1,1,1,1,2011,4,14,0,1,1,0,0,0,0,8,1,0,0,NULL,36489888,92991835,0,1,Drama,0,0,0,0,1,0,0,2,0,0,0,4627375
1265,60000000,en,11.328316000000001,2009-04-24,109,Medium,1,1,1,1,2009,4,24,0,1,1,0,0,0,0,5,0,0,1,141591324,217764291,109449237,0,6,Drama,3,2,0,3,2,1,0,2,6,2,0,31720158
1266,0,en,3.5243269999999995,2014-03-01,104,Medium,1,1,1,1,2014,3,1,0,1,1,0,0,0,0,4,1,1,0,20529194,171963386,527068851,0,2,Drama,0,0,0,3,1,0,0,1,0,0,0,28208
1267,16000000,ja,10.264597,2000-07-08,93,Short,0,1,1,1,2000,7,8,0,1,1,0,0,0,0,11,1,NULL,1,133949270,NULL,133949270,1,8,Adventure,0,0,0,0,2,0,0,2,0,0,0,68411275
1268,7000000,en,9.107828999999999,2010-01-01,108,Medium,1,0,1,0,2010,1,1,0,1,1,1,0,0,0,2,0,0,1,926287400,NULL,NULL,0,2,Comedy,2,2,0,0,1,0,0,1,4,1,0,46488
1269,10000000,en,6.426937000000001,1998-06-12,100,Medium,1,0,1,1,1998,6,12,0,1,1,0,0,0,0,27,1,0,0,125586134,36400360,NULL,0,1,Drama,0,1,0,1,2,1,0,2,0,1,0,25605015
1270,802000,en,6.165341000000001,1942-10-21,104,Medium,1,0,1,1,1942,10,21,1,1,1,1,0,0,0,2,1,0,0,NULL,NULL,NULL,0,1,Drama,0,0,0,0,1,0,0,4,1,0,0,4371000
1271,260000000,en,14.670353,2012-03-07,132,Large,1,1,1,1,2012,3,7,0,1,1,0,0,0,0,16,0,1,1,373062864,373062864,358372926,1,1,Adventure,28,9,13,33,5,4,2,4,15,14,5,284139100
1272,120000,en,1.62632,2000-09-13,87,Short,1,0,1,1,2000,9,13,1,1,1,0,0,0,0,0,0,0,0,3151130,NULL,NULL,0,NULL,Drama,0,0,0,0,1,0,0,0,1,0,0,14904
1273,6000000,en,15.11549,1964-08-27,139,Large,1,0,1,1,1964,8,27,1,1,1,0,0,0,0,13,1,0,0,NULL,NULL,37600000,0,1,Fantasy,2,1,0,0,1,1,0,3,2,2,4,102272727
1274,13000000,en,6.236729,2001-06-29,99,Medium,1,0,1,1,2001,6,29,0,1,1,0,0,1,0,11,1,0,0,262797249,NULL,NULL,0,2,Drama,3,1,1,1,2,2,0,2,7,3,0,16929123
1275,25000000,en,7.492912,1984-05-04,132,Large,1,0,1,1,1984,5,4,0,2,1,0,0,0,0,19,0,0,0,24600832,50750000,60000000,0,1,Drama,4,1,1,3,1,1,0,2,3,1,0,8613462
1276,230000,en,4.788002,1977-07-22,89,Short,1,0,1,1,1977,7,22,0,1,1,0,0,0,0,10,NULL,0,0,NULL,NULL,NULL,0,1,Horror,0,1,0,1,1,1,0,1,2,1,0,25000000
1277,18000000,de,4.918419,2008-03-29,120,Large,0,1,1,1,2008,3,29,0,2,1,1,0,0,0,4,0,0,1,NULL,54744738,10113733,0,1,Adventure,1,1,0,1,2,1,0,1,7,2,0,40239
1278,0,en,0.941321,1987-08-07,85,Short,1,0,1,0,1987,8,7,1,1,1,0,0,0,0,15,0,0,0,25333333,76657000,NULL,2,2,Comedy,3,1,0,1,1,1,0,1,2,1,0,41232
1279,5000000,en,5.587765,1989-10-27,109,Medium,1,0,1,1,1989,10,27,1,1,1,0,0,0,0,18,0,0,0,39946780,NULL,NULL,2,3,Horror,3,5,1,3,3,1,5,1,5,12,2,16554699
1280,1000000,ru,1.896218,2015-09-10,93,Short,0,0,1,1,2015,9,10,1,1,0,0,1,0,0,1,NULL,1,0,NULL,5249225,NULL,1,1,Horror,0,0,0,0,1,0,0,1,0,0,0,2228115
1281,0,ja,2.914029,2016-11-12,128,Large,0,1,1,0,2016,11,12,0,1,0,0,0,0,1,2,1,0,0,NULL,NULL,NULL,0,2,Animation,0,0,2,0,1,0,0,1,2,0,0,19204593
1282,9000000,en,8.832907,2007-02-09,90,Short,1,1,1,1,2007,2,9,0,1,1,0,0,0,0,17,0,1,0,NULL,NULL,NULL,3,6,Drama,0,1,0,1,1,0,0,1,3,0,0,46
1283,4000000,en,5.757907,1969-12-18,143,Large,1,0,1,1,1969,12,18,1,1,1,1,1,1,0,5,0,1,1,NULL,NULL,NULL,7,1,Drama,1,1,0,1,1,1,0,2,3,1,0,6000000
1284,4000000,en,2.999052,2013-10-25,92,Short,1,0,1,1,2013,10,25,1,1,1,0,0,0,0,3,1,0,0,356296601,716392705,384335608,0,1,Drama,2,1,0,0,1,1,0,2,2,1,0,350006
1285,2000000,es,4.126083,1992-04-16,105,Medium,0,1,1,1,1992,4,16,0,1,1,0,0,1,0,12,0,1,1,11990401,NULL,NULL,0,2,Drama,3,2,6,9,1,2,0,2,8,2,0,21665468
1286,50000000,en,14.383185000000001,1990-06-15,106,Medium,1,0,1,1,1990,6,15,0,1,1,0,0,0,0,18,0,1,0,153083102,153083102,60328000,2,2,Fantasy,3,1,2,1,1,1,0,1,4,2,1,41482207
1287,22000000,en,9.737907,1983-12-07,117,Medium,1,0,1,1,1983,12,7,1,1,1,0,0,0,0,4,0,1,0,39768000,26414658,26414658,2,1,Action,1,1,0,0,1,1,0,6,3,1,0,67642693
1288,700000,en,11.118844000000001,1932-05-25,112,Medium,1,0,1,1,1932,5,25,0,1,1,0,0,0,0,19,1,0,1,2227000,NULL,596000,0,1,Drama,1,1,0,1,1,0,0,2,0,1,0,2594000
1289,1700000,en,11.644764,1973-06-15,93,Short,1,0,1,1,1973,6,15,0,1,1,0,0,0,0,3,0,1,0,71000000,18999718,NULL,2,2,Action,0,1,0,0,1,2,0,4,1,1,0,8844595
1290,0,en,7.390658,1954-03-05,79,Short,1,0,1,1,1954,3,5,0,1,1,0,0,0,0,16,0,1,0,NULL,NULL,NULL,0,1,Adventure,4,1,0,2,1,1,0,3,1,5,0,1300000
1291,15000000,en,4.079853,1986-07-11,96,Medium,1,0,1,1,1986,7,11,0,1,1,0,0,0,0,1,0,0,0,NULL,41744718,9500000,1,1,Drama,3,2,0,1,2,1,0,6,4,2,0,12308521
1292,8000000,en,11.842837,1984-12-14,163,Large,1,0,1,1,1984,12,14,1,2,1,0,0,0,0,6,1,0,1,NULL,27200000,NULL,1,4,Adventure,0,0,0,0,1,0,0,1,0,0,0,27187653
1293,45000000,en,6.922458,1998-01-30,106,Medium,1,0,1,1,1998,1,30,0,2,1,0,0,0,0,4,0,1,0,17300889,352194034,NULL,0,3,Adventure,13,11,18,6,4,4,0,1,7,13,5,11203026
1294,40000000,en,7.001645,2008-02-01,90,Short,1,1,1,1,2008,2,1,0,1,1,0,0,1,0,17,0,0,0,207515725,3335984,152036382,0,5,Drama,1,1,0,1,1,1,0,1,4,1,0,151161491
1295,24000000,en,4.233080999999999,1978-10-24,134,Large,1,0,1,1,1978,10,24,1,1,1,0,0,0,0,5,1,0,0,NULL,NULL,NULL,1,2,Adventure,1,1,0,0,1,1,0,2,3,1,0,21049053
1296,20500000,en,16.603041,1983-03-16,99,Medium,1,0,1,1,1983,3,16,0,1,1,0,0,0,0,15,0,1,0,20000000,NULL,14560084,0,3,Horror,3,1,0,0,1,2,0,4,5,1,0,87987055
1297,28000000,en,6.000716000000001,2000-12-22,99,Medium,1,0,1,1,2000,12,22,1,1,1,0,0,0,0,6,0,0,0,333011068,60289912,16491080,0,3,Horror,5,1,1,8,1,1,0,1,7,4,0,33000337
1298,10700000,en,1.0607090000000001,1994-01-28,89,Short,1,0,1,1,1994,1,28,0,1,1,0,0,0,0,2,0,0,1,60328000,43848069,NULL,1,1,Action,0,0,0,0,1,0,0,4,1,0,0,1238080
1299,0,en,10.754614,1998-01-23,91,Short,1,0,1,1,1998,1,23,0,1,1,0,0,0,0,8,0,0,1,84431625,43984230,NULL,1,2,Horror,0,1,0,0,1,1,0,1,3,1,0,5624282
1300,0,en,2.099788,2014-04-18,90,Short,1,0,1,0,2014,4,18,0,1,1,0,0,0,0,0,NULL,0,1,NULL,181466833,662845518,0,2,Drama,3,1,0,1,1,1,0,1,3,0,0,37285
1301,35000000,en,10.430238000000001,2013-01-31,97,Medium,1,0,1,1,2013,1,31,0,1,1,0,0,0,0,6,0,1,1,129000000,215283742,227817248,1,1,Horror,2,1,1,1,2,0,0,2,8,2,0,116980662
1302,0,en,11.823889,2008-01-14,101,Medium,1,0,1,0,2008,1,14,0,2,1,0,0,0,0,4,0,1,1,435000000,62771059,176070171,0,4,Drama,0,0,0,0,1,0,0,1,0,0,0,204660
1303,44000000,en,4.393576,1980-11-19,219,Large,1,0,1,1,1980,11,19,0,1,1,1,1,0,0,8,0,0,0,161000000,50000000,104931801,2,2,Drama,0,1,0,0,1,4,0,1,4,1,0,3484331
1304,1500000,en,8.168694,1939-10-19,129,Large,1,0,1,1,1939,10,19,1,1,1,0,0,0,0,10,NULL,NULL,NULL,NULL,NULL,NULL,0,1,Drama,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9600000
1305,0,fr,12.874084,2016-06-29,80,Short,0,0,1,1,2016,6,29,0,2,0,0,0,0,0,8,NULL,0,0,NULL,NULL,NULL,0,7,Fantasy,0,0,0,0,2,1,0,2,3,1,0,921974
1306,18000000,en,7.263988,2008-09-04,114,Medium,1,1,1,1,2008,9,4,1,1,1,0,1,0,0,5,0,0,0,94000000,374218673,85306374,3,4,Action,3,1,0,2,1,1,0,1,7,1,0,25739015
1307,25000000,en,7.637345,2001-07-06,98,Medium,1,0,1,1,2001,7,6,0,2,1,1,0,0,0,3,0,1,0,91036760,136766062,352194034,0,6,Action,1,1,0,2,1,1,0,2,7,2,0,64437847
1308,0,en,2.69722,2011-07-01,105,Medium,1,0,1,0,2011,7,1,0,1,1,0,0,0,0,5,0,0,0,NULL,325756637,NULL,0,1,Drama,3,1,0,1,1,1,1,3,7,1,0,144633
1309,7000000,en,13.546984,2001-08-03,114,Medium,1,0,1,1,2001,8,3,1,3,1,0,0,0,0,10,1,0,0,262797249,57059003,29762011,0,3,Drama,1,1,0,1,1,1,0,2,0,1,0,3646994
1310,61000000,en,154.80100900000002,2014-10-01,145,Large,1,1,1,1,2014,10,1,1,1,1,0,0,0,0,10,0,1,1,232324128,431971116,NULL,3,6,Drama,13,3,9,14,2,5,0,2,12,13,9,369330363
1311,0,en,1.954863,2010-01-14,93,Short,1,1,1,1,2010,1,14,0,1,1,0,0,0,0,4,1,0,1,158733820,373062864,374111707,0,NULL,Drama,0,0,0,0,1,0,0,1,1,0,1,18000
1312,3900000,en,6.9978880000000006,1966-12-12,120,Large,1,0,1,1,1966,12,12,1,1,1,1,0,1,0,9,0,1,0,6800000,NULL,NULL,0,2,Drama,2,1,0,2,1,1,0,2,3,3,0,28350000
1313,30000000,en,17.955897,2003-04-25,90,Short,1,0,1,1,2003,4,25,0,1,1,0,0,0,0,24,0,0,1,139804348,351692268,106371651,0,2,Thriller,4,1,1,8,2,1,0,1,5,2,3,90259536
1314,33000000,fr,19.628834,2014-02-12,112,Medium,0,1,1,1,2014,2,12,0,2,1,1,0,0,0,15,0,1,0,327803731,694713380,457163,0,9,Fantasy,1,0,1,0,1,0,0,3,0,1,1,49100000
1315,5000000,en,15.909181,2016-12-01,91,Short,1,0,1,1,2016,12,1,1,1,1,0,0,0,0,10,0,0,1,1004558444,NULL,698491347,1,3,Horror,5,6,0,7,2,2,3,1,17,1,3,6341855
1316,5000000,en,8.405672000000001,1980-10-02,124,Large,1,0,1,1,1980,10,2,1,2,1,0,0,0,0,10,0,0,1,50750000,104931801,119500000,0,1,Drama,4,2,7,5,3,2,2,3,5,6,1,26010864
1317,2200000,en,9.094477000000001,1985-03-22,92,Short,1,0,1,1,1985,3,22,0,1,1,0,0,0,0,6,1,0,0,NULL,NULL,NULL,0,2,Horror,0,1,0,0,1,1,0,6,5,1,0,21930418
1318,722083,en,0.817488,2014-11-12,120,Large,1,0,1,0,2014,11,12,0,1,1,0,1,0,0,0,NULL,0,0,NULL,NULL,NULL,0,NULL,Drama,0,0,0,0,1,0,0,0,1,0,0,499168
1319,8000000,en,6.963023,1980-07-11,113,Medium,1,0,1,1,1980,7,11,0,1,1,0,0,0,0,6,0,0,0,NULL,70600000,200182160,0,1,Action,1,1,0,0,1,1,0,2,5,1,0,11715321
1320,30000000,en,12.130803,2006-09-01,84,Short,1,0,1,1,2006,9,1,1,1,1,0,0,0,0,18,0,1,0,124914842,196482882,NULL,0,2,Adventure,0,0,0,0,1,0,0,3,3,0,0,495303
1321,110000000,en,20.547925,2015-05-27,114,Medium,1,1,1,1,2015,5,27,0,3,1,0,0,0,0,8,0,1,1,1506249360,226497209,662845518,0,4,Drama,14,10,13,5,2,5,2,3,11,16,1,470490832
1322,65000000,en,18.860681,2004-12-08,123,Large,1,1,1,1,2004,12,8,1,1,1,0,0,0,0,15,0,0,0,159055768,161626121,NULL,0,6,Adventure,21,14,37,11,4,8,6,4,20,18,12,128905366
1323,0,en,6.198003,2007-05-21,85,Short,1,1,1,1,2007,5,21,0,2,1,0,0,0,0,17,0,1,0,NULL,114660784,NULL,2,3,Drama,1,2,0,1,1,1,0,2,6,1,0,486021
1324,0,en,1.9350060000000002,1994-10-28,102,Medium,1,0,1,0,1994,10,28,1,1,1,0,0,0,0,0,0,0,1,NULL,424208848,NULL,0,1,Drama,4,1,0,1,1,2,0,1,3,1,0,3337685
1325,0,ru,0.689004,2008-05-21,80,Short,0,0,1,0,2008,5,21,0,1,0,0,1,0,0,3,1,1,1,NULL,121129,NULL,0,NULL,Drama,0,0,1,0,1,2,0,2,0,0,0,235432
1326,0,en,12.515435,2008-09-12,91,Short,1,0,1,1,2008,9,12,1,1,1,0,0,0,0,14,1,0,0,23727301,2724474,NULL,0,2,Horror,3,7,3,3,2,1,1,1,7,7,1,3983997
1327,0,en,9.394353,2005-09-30,84,Short,1,0,1,1,2005,9,30,1,1,1,0,0,0,0,12,0,1,0,56070433,NULL,135130999,0,4,Comedy,1,1,0,0,1,1,0,1,6,1,0,1117920
1328,25000000,en,6.196929,2011-02-08,114,Medium,1,1,1,1,2011,2,8,0,1,1,0,0,0,0,9,0,0,0,214104620,96188903,550000000,3,5,Adventure,15,8,6,8,3,4,2,2,8,12,3,27122040
1329,0,en,0.284911,1990-05-04,95,Medium,1,0,1,0,1990,5,4,0,1,1,0,0,0,0,0,1,0,1,49364621,NULL,NULL,0,1,Comedy,0,0,0,0,1,0,0,2,0,1,0,1373728
1330,0,fr,1.2334049999999999,1991-04-03,136,Large,0,0,1,0,1991,4,3,0,1,0,1,0,0,0,2,1,0,0,3484331,NULL,NULL,0,8,Drama,1,1,0,1,1,1,0,2,1,1,0,1942423
1331,0,en,1.194891,1982-01-22,124,Large,1,0,1,0,1982,1,22,0,1,1,0,0,0,0,3,0,1,1,37600000,245066411,141000000,0,2,Drama,0,0,0,0,1,0,0,1,0,0,0,8100000
1332,0,ar,5.4512730000000005,2012-08-31,98,Medium,0,0,1,0,2012,8,31,1,6,0,0,0,0,0,5,0,0,0,NULL,NULL,NULL,0,4,Drama,4,2,0,3,2,3,0,1,3,6,3,1347747
1333,150000000,en,4.351756,2009-06-19,150,Large,1,1,1,1,2009,6,19,0,1,1,0,0,1,0,10,0,1,0,786636033,709709780,709709780,3,7,Adventure,4,4,4,4,2,6,0,1,14,13,3,836297228
1334,0,en,0.037986,2005-09-16,123,Large,1,0,1,1,2005,9,16,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,NULL,Doco,0,0,0,0,1,0,0,1,0,0,0,15504
1335,120000000,en,7.888013000000001,2011-01-12,119,Large,1,1,1,1,2011,1,12,0,1,1,0,0,0,0,16,0,0,0,297138014,22896728,NULL,0,3,Action,1,1,2,1,1,1,0,4,2,1,1,227817248
